age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,native-country,income
18, ?, Some-college,10, Never-married, ?, Own-child, White, Male, United-States, <=50K
19, ?, 12th,8, Never-married, ?, Own-child, Black, Male, United-States, <=50K
32, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
34, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
25, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
34, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
37, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
18, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
24, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
35, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
31, Private, Assoc-voc,11, Separated, Tech-support, Unmarried, Black, Female, United-States, <=50K
29, Private, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
49, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
71, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
35, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
37, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico, <=50K
33, Local-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
49, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
32, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
63, ?, 11th,7, Separated, ?, Not-in-family, Black, Male, United-States, <=50K
39, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
42, Local-gov, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, El-Salvador, <=50K
30, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
30, Private, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
48, Self-emp-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
57, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
56, Private, 10th,6, Divorced, Other-service, Unmarried, Black, Female, United-States, <=50K
28, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male, Honduras, <=50K
43, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
46, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
60, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
50, Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
37, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
41, Private, HS-grad,9, Divorced, Priv-house-serv, Other-relative, Black, Female, United-States, <=50K
38, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
23, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
59, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
72, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
47, Local-gov, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
29, Private, Assoc-voc,11, Never-married, Craft-repair, Other-relative, White, Male, United-States, <=50K
35, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
24, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
22, Private, HS-grad,9, Never-married, Sales, Unmarried, White, Female, United-States, <=50K
24, Private, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male, United-States, <=50K
42, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
55, Federal-gov, Bachelors,13, Separated, Other-service, Unmarried, White, Female, ?, <=50K
40, State-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
61, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, Japan, <=50K
58, Self-emp-not-inc, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
39, State-gov, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
45, Self-emp-not-inc, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
25, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
69, ?, Doctorate,16, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
36, Private, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Male, ?, <=50K
34, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
45, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
27, ?, 12th,8, Married-civ-spouse, ?, Husband, Black, Male, United-States, <=50K
28, Private, Some-college,10, Separated, Handlers-cleaners, Not-in-family, Black, Male, United-States, <=50K
27, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
41, State-gov, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
18, State-gov, HS-grad,9, Never-married, Sales, Not-in-family, Black, Female, United-States, <=50K
44, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
47, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
36, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
66, Private, Preschool,1, Widowed, Priv-house-serv, Other-relative, White, Female, Guatemala, <=50K
33, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
39, Local-gov, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male, United-States, >50K
30, Private, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male, United-States, <=50K
34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
62, Self-emp-not-inc, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
21, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
50, Self-emp-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
30, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
43, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
19, Private, Some-college,10, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
26, Federal-gov, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male, Japan, <=50K
50, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male, Canada, <=50K
45, Federal-gov, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, >50K
46, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
17, Private, 10th,6, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
56, Private, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
25, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States, >50K
47, Private, Masters,14, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female, India, <=50K
23, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
51, Self-emp-not-inc, HS-grad,9, Separated, Other-service, Unmarried, White, Female, United-States, <=50K
19, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
33, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
32, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
52, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
36, Private, Some-college,10, Separated, Other-service, Other-relative, Black, Female, United-States, <=50K
34, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
26, ?, HS-grad,9, Never-married, ?, Own-child, White, Female, United-States, <=50K
26, Self-emp-inc, 12th,8, Married-civ-spouse, Sales, Husband, Other, Male, Dominican-Republic, <=50K
35, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
58, Federal-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
32, Private, 11th,7, Divorced, Craft-repair, Own-child, White, Male, United-States, <=50K
23, Private, Some-college,10, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
28, Self-emp-not-inc, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Black, Male, United-States, <=50K
20, Private, 10th,6, Never-married, Other-service, Other-relative, White, Male, Mexico, <=50K
17, Private, 10th,6, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
26, Private, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female, United-States, <=50K
43, State-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
45, Self-emp-not-inc, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
34, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
54, Private, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male, Mexico, <=50K
51, Local-gov, HS-grad,9, Widowed, Other-service, Unmarried, White, Female, United-States, <=50K
58, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
49, Private, Assoc-acdm,12, Separated, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
21, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
44, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
26, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
39, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
19, ?, HS-grad,9, Never-married, ?, Own-child, White, Male, United-States, <=50K
37, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
49, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
45, Private, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female, United-States, <=50K
60, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
28, Federal-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male, United-States, <=50K
23, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
44, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
19, State-gov, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
41, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
56, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
44, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
30, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, Vietnam, >50K
23, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
44, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
38, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
32, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
57, Self-emp-not-inc, Masters,14, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
35, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
48, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
32, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
76, Federal-gov, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
57, Local-gov, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, Black, Female, United-States, <=50K
58, ?, Some-college,10, Never-married, ?, Not-in-family, White, Female, United-States, <=50K
51, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
50, Private, 10th,6, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
38, Private, HS-grad,9, Married-AF-spouse, Other-service, Wife, White, Female, United-States, <=50K
53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
59, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
23, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
44, Private, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, >50K
23, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
23, Private, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male, United-States, <=50K
44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
30, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
46, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
34, Local-gov, Preschool,1, Never-married, Adm-clerical, Own-child, Black, Female, United-States, <=50K
38, Private, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male, United-States, >50K
26, Private, Some-college,10, Never-married, Sales, Not-in-family, Black, Female, United-States, <=50K
39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
28, Private, Some-college,10, Never-married, Sales, Own-child, Black, Male, United-States, <=50K
33, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, India, <=50K
43, Private, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female, United-States, >50K
30, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, China, <=50K
59, State-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
26, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
28, Private, Some-college,10, Never-married, Tech-support, Own-child, Black, Male, United-States, <=50K
48, Self-emp-not-inc, Some-college,10, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
49, Private, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female, United-States, <=50K
41, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
37, State-gov, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male, United-States, <=50K
18, Private, 12th,8, Never-married, Sales, Own-child, White, Female, United-States, <=50K
61, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
26, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
66, Private, Bachelors,13, Widowed, Other-service, Not-in-family, White, Male, United-States, <=50K
68, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
27, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Wife, White, Female, United-States, <=50K
66, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
28, Private, 10th,6, Never-married, Other-service, Unmarried, White, Female, United-States, <=50K
26, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
25, ?, HS-grad,9, Never-married, ?, Unmarried, Black, Female, United-States, <=50K
46, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
62, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
35, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
26, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
40, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
31, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male, Honduras, <=50K
52, Private, HS-grad,9, Widowed, Transport-moving, Not-in-family, White, Male, United-States, <=50K
61, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
39, State-gov, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
25, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
47, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, Ecuador, <=50K
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
26, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
25, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male, United-States, <=50K
39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
33, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
46, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States, <=50K
27, Private, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female, United-States, <=50K
48, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
29, Self-emp-not-inc, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
40, Private, Bachelors,13, Never-married, Sales, Own-child, White, Male, United-States, <=50K
24, Private, Bachelors,13, Never-married, Sales, Own-child, Black, Male, United-States, <=50K
55, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Other, Male, India, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
25, Private, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
26, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
23, Self-emp-not-inc, 11th,7, Never-married, Craft-repair, Own-child, White, Male, Mexico, <=50K
25, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
36, State-gov, HS-grad,9, Divorced, Adm-clerical, Own-child, Black, Female, United-States, <=50K
37, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, ?, <=50K
39, Self-emp-inc, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
35, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, Black, Male, United-States, <=50K
33, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States, <=50K
31, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
49, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
34, Self-emp-not-inc, Bachelors,13, Divorced, Transport-moving, Not-in-family, White, Male, ?, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, Trinadad&Tobago, <=50K
27, Private, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
50, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
38, Private, 12th,8, Never-married, Machine-op-inspct, Not-in-family, Black, Female, United-States, <=50K
55, State-gov, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Male, United-States, <=50K
49, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male, Italy, <=50K
40, Private, Bachelors,13, Married-spouse-absent, Other-service, Not-in-family, Other, Male, Mexico, <=50K
42, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
51, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
27, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, Laos, <=50K
30, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
70, ?, Doctorate,16, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
40, Private, 10th,6, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
43, Self-emp-not-inc, Bachelors,13, Separated, Craft-repair, Unmarried, White, Male, United-States, <=50K
24, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
22, ?, 7th-8th,4, Never-married, ?, Own-child, White, Male, United-States, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
52, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
32, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
33, Private, Assoc-voc,11, Separated, Protective-serv, Not-in-family, White, Female, United-States, <=50K
21, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
27, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
31, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
29, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, Hong, >50K
49, Private, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male, Greece, <=50K
61, ?, Bachelors,13, Never-married, ?, Not-in-family, White, Male, United-States, >50K
46, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, Germany, >50K
37, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
56, Federal-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
26, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
31, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female, South, <=50K
52, Private, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
40, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
21, Private, HS-grad,9, Married-spouse-absent, Exec-managerial, Other-relative, White, Female, United-States, <=50K
63, Private, 10th,6, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States, <=50K
30, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
30, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, Peru, <=50K
50, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
41, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
23, Private, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K
52, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male, United-States, <=50K
17, ?, 11th,7, Never-married, ?, Own-child, Black, Female, United-States, <=50K
46, Private, Assoc-voc,11, Divorced, Tech-support, Unmarried, Black, Female, United-States, <=50K
26, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
30, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
23, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
21, State-gov, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, United-States, <=50K
39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
37, Local-gov, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, Black, Male, United-States, <=50K
40, Self-emp-not-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
38, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
47, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
62, State-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, >50K
32, Private, 11th,7, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
32, Private, 10th,6, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
27, Private, Some-college,10, Never-married, Other-service, Own-child, Black, Female, United-States, <=50K
53, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
28, Self-emp-not-inc, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Mexico, <=50K
26, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
47, Private, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
23, Private, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female, United-States, <=50K
70, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
41, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, United-States, <=50K
